id,per_square_meter_price
COL_289284,38197.60589473181
COL_289305,36979.58845731871
COL_289318,34577.192558681454
COL_289354,90140.17040019576
COL_289399,42943.77378462387
COL_289428,37760.92364430548
COL_289460,45296.5854436642
COL_289493,52938.64079849079
COL_289495,44925.93121100436
COL_289749,44780.79120558084
COL_289763,178374.59636820966
COL_289778,51500.27933324918
COL_289801,32806.96973988173
COL_289971,33558.59294839804
COL_290143,48196.16729810004
COL_290169,72008.28509622061
COL_290252,24247.243730514532
COL_290336,26380.85732286531
COL_290398,32891.594362347154
COL_290403,37724.74698856295
COL_290431,29035.436759418993
COL_290466,43317.283914977976
COL_290486,50918.97398788998
COL_290497,25367.867092906068
COL_290510,39119.659900610786
COL_290559,36147.4954301385
COL_290600,60315.7051833631
COL_290602,62601.45813055695
COL_290716,39113.33667884963
COL_290717,22915.201691303737
COL_290876,44698.638888281166
COL_290966,28915.965071211613
COL_291008,31564.966515286185
COL_291021,133755.10656706578
COL_291043,67030.11031456328
COL_291190,51657.61304166299
COL_291192,45512.85309095492
COL_291274,39336.49946202365
COL_291284,63928.946024336816
COL_291397,31225.252948505527
COL_291450,50620.55600328774
COL_291738,67508.5030540215
COL_291740,28534.18810469633
COL_291825,30589.511973486908
COL_291900,45051.000104605686
COL_292045,62981.33124019604
COL_292135,38940.52081104184
COL_292258,35261.34863331045
COL_292275,24808.069066248827
COL_292279,48176.090072256695
COL_292364,51402.07607347883
COL_292417,29381.350866008277
COL_292421,44132.330348120966
COL_292501,47160.22509352719
COL_292654,83502.17192550801
COL_292906,46121.59633050209
COL_292926,24068.241698214737
COL_293123,43258.86525931948
COL_293135,27780.42046049647
COL_293496,42599.97387788433
COL_293497,40902.378037450006
COL_293588,167650.96097620332
COL_293614,146731.83238214528
COL_293631,73577.06193752275
COL_293703,28193.04417697955
COL_293773,26033.24467350526
COL_293780,42378.01098420852
COL_293783,28063.638676306917
COL_293826,34543.542195155766
COL_293889,83289.97988877037
COL_293952,49712.088946138836
COL_293956,33498.72477481787
COL_294068,61963.61204940264
COL_294101,53087.90617350509
COL_294115,40520.62465058516
COL_294143,34532.19479506849
COL_294200,33386.05879855515
COL_294245,26318.613191896606
COL_294261,24708.31759492338
COL_294293,58212.213539023884
COL_294300,49828.04891790891
COL_294350,40587.353073964914
COL_294488,47410.96213988956
COL_294525,46908.578861267204
COL_294553,34402.330213544345
COL_294558,41268.24687090706
COL_294593,38884.12840482096
COL_294691,45361.967568894564
COL_294716,22573.51142088903
COL_294729,49245.37123930583
COL_294785,51995.094948963706
COL_294917,57403.815527490086
COL_294951,23588.095749415606
COL_294975,36336.17115019087
COL_295255,22552.92961326784
COL_295327,18407.763274489793
COL_295509,31405.142362168892
COL_295595,52767.99504984515
COL_296322,34803.44774100779
COL_296509,27036.912018837338
COL_296521,185696.30297147922
COL_296756,28095.54097152459
COL_296901,47574.82681962948
COL_297293,28597.07579753399
COL_297324,37028.15805079125
COL_297326,46672.40797776183
COL_297329,31652.392869036288
COL_297441,34951.36065365902
COL_297472,34903.33882828091
COL_297631,55994.7849231004
COL_297815,81044.62842065727
COL_298020,32751.50591448135
COL_298046,55722.102586328765
COL_298052,35228.79169772756
COL_298055,91223.65254051414
COL_298064,51854.035283709134
COL_298075,56442.34891357892
COL_298099,33941.27849775203
COL_298101,67242.91585528852
COL_298102,41290.311643031986
COL_298103,27558.848853021776
COL_298104,36334.4647028958
COL_298261,51278.05144409781
COL_298459,220849.68654650587
COL_298471,31392.72778228501
COL_298481,53195.769201073716
COL_298516,44346.24605527371
COL_298532,31473.02394582453
COL_298539,34569.69052862538
COL_298593,234036.96398661975
COL_298719,28401.52585542124
COL_298724,39661.166594235234
COL_298733,31396.679799362275
COL_298817,82228.44661396526
COL_298837,45790.853751030285
COL_298968,176592.09111105904
COL_299209,53139.86268951998
COL_299221,247039.7004789631
COL_299361,38657.575399127876
COL_299366,50596.52686952801
COL_299450,82847.39202815342
COL_299454,47869.59973496672
COL_299455,72897.07505170573
COL_299459,68441.86361503879
COL_299464,30508.993013577005
COL_299468,56236.871659890705
COL_299486,41585.89412378571
COL_299491,91740.52333092417
COL_299497,54293.75245115624
COL_299499,44962.13857487808
COL_299501,79032.9620374552
COL_299540,39636.68964881496
COL_299615,46307.516949200675
COL_299659,180157.968150062
COL_299678,136673.6019694244
COL_299795,31896.533136972786
COL_299818,39728.64469613333
COL_299819,75543.53068398901
COL_299820,87887.51392162484
COL_299960,48649.46867265348
COL_300095,59520.86483488069
COL_300108,197077.18555692153
COL_300125,25249.2445440493
COL_300144,280999.1994175039
COL_300225,41005.977476019696
COL_300305,207326.12311721483
COL_300423,34975.45282382908
COL_300491,32990.34654286672
COL_300562,34609.242328333916
COL_300747,31997.549265272268
COL_300816,47544.96213105476
COL_300942,33783.00822057841
COL_300959,43890.83847368025
COL_300962,33916.80594421078
COL_301220,33033.870215146424
COL_301285,55308.75984240086
COL_301290,62545.247707228766
COL_301303,73412.68038424119
COL_301367,37021.19731600384
COL_301368,44941.995022583964
COL_301378,68160.97764116013
COL_301401,46540.77055170058
COL_301444,34423.58783819411
COL_301445,40165.776074590714
COL_301574,73609.19654187778
COL_301649,24541.46935614771
COL_301669,47283.68641987771
COL_301670,35807.227722670985
COL_301679,48354.334340348825
COL_301709,26862.49573772405
COL_301757,148673.44205621674
COL_301819,29750.628907184073
COL_301820,36684.45939671282
COL_301821,31175.223247211285
COL_301822,33609.70729062607
COL_301823,34553.90307620112
COL_301843,37203.9995926641
COL_301976,58321.03301558759
COL_301986,35213.67991897642
COL_302097,36582.853073859245
COL_302111,78213.12561672865
COL_302139,41574.50877746856
COL_302293,32286.931398703582
COL_302294,34883.02012545185
COL_302428,43050.76000909758
COL_302465,35307.15985724877
COL_302497,68759.35142374241
COL_302548,29473.15841194073
COL_302597,30835.86288753634
COL_302726,41010.65160864785
COL_302745,48591.105484364925
COL_302873,34021.30212971557
COL_302926,35983.96796718233
COL_302986,44759.18278669448
COL_302987,41051.37783165272
COL_302994,53693.69207667274
COL_303002,80880.15169910202
COL_303004,38634.624881806776
COL_303007,31428.829453946866
COL_303069,48726.02281267639
COL_303147,26557.887897914632
COL_303265,37245.291066928476
COL_303285,73843.1017768878
COL_303366,29153.752361245643
COL_303405,71397.58388623732
COL_303564,35587.964393504466
COL_303569,26275.96478698411
COL_303618,80096.4486933363
COL_303623,45707.877100328165
COL_303624,45603.52493549323
COL_303625,42325.49865704952
COL_303626,36722.778939653
COL_303627,36440.65254958534
COL_303637,24678.47278863776
COL_303638,26553.89171633199
COL_304041,48175.03074604122
COL_304147,320829.06287013344
COL_304255,183012.14217345213
COL_304280,53980.99716631775
COL_304320,34427.255275162024
COL_304322,41729.10262917432
COL_304323,26091.97915207223
COL_304324,21227.91919452069
COL_304325,26999.22416039693
COL_304367,35309.203048416275
COL_304546,41917.97032590339
COL_304550,66794.84068943073
COL_304552,87873.21419876708
COL_304561,39319.919679883984
COL_304585,68757.37564560122
COL_304853,90800.9639680145
COL_304902,31981.675970514912
COL_304978,52969.19079376824
COL_304984,32127.57630386655
COL_305002,41005.738958563576
COL_305017,58903.69755535307
COL_305038,28741.351152935204
COL_305057,32582.5110715314
COL_305058,29857.86185813293
COL_305059,30731.174126481324
COL_305114,296224.18247192824
COL_305373,48333.76111842224
COL_305382,72119.60145306936
COL_305383,67705.70911128966
COL_305384,72981.41402610499
COL_305385,72981.41402610499
COL_305386,72155.22132440428
COL_305387,72458.39485130797
COL_305388,69496.47927338771
COL_305413,42705.474300797374
COL_305607,43032.62207980318
COL_305652,45053.22711808069
COL_305726,169147.03651308632
COL_305896,55435.58746200772
COL_305924,32662.147582362304
COL_305926,30682.341612071345
COL_306033,81714.76203624447
COL_306088,46292.799089749584
COL_306141,28255.976622429273
COL_306143,36672.877177691735
COL_306144,39002.62206135269
COL_306151,39559.760382305954
COL_306153,35366.950130887126
COL_306154,42493.4761441647
COL_306155,31424.018382080038
COL_306206,47338.05327409176
COL_306621,35813.50832363856
COL_306728,48859.44521767194
COL_306758,43420.77142503048
COL_306763,85018.0168432599
COL_306803,41644.05250016783
COL_306853,36975.23091804425
COL_306892,35815.63410477405
COL_306938,78790.45856755886
COL_307001,43476.908555850336
COL_307043,48629.13438440535
COL_307158,41732.23801795085
COL_307269,41718.78030431069
COL_307356,54896.42077939948
COL_307480,35997.74935917126
COL_307529,48865.43742762321
COL_307623,31554.61858687653
COL_307819,38670.95540438527
COL_307874,41283.284930545466
COL_307945,63593.18166720245
COL_307986,63683.94613801444
COL_308206,44977.054332124266
COL_308211,31804.145765269674
COL_308429,68109.88082102864
COL_308446,36064.908713073164
COL_308472,46407.2301875585
COL_308486,54046.104601820065
COL_308492,50569.18352970476
COL_308493,45487.76711279158
COL_308743,41431.48588676435
COL_308803,39415.62688705074
COL_308813,67216.52017509566
COL_308963,47903.15351739806
COL_308966,18898.73756369532
COL_309079,28946.531896955214
COL_309121,31392.72778228501
COL_309434,33024.82300718276
COL_309612,34791.93426391663
COL_309635,19466.228065950734
COL_309640,29845.293333087102
COL_309642,36245.22837741794
COL_309784,30240.18454026984
COL_310093,26963.832571507668
COL_310107,34113.36526289456
COL_310164,36001.155974053945
COL_310207,42895.96827569696
COL_310218,30171.634074866866
COL_310311,33737.36506535605
COL_310315,52113.81417200354
COL_310359,41263.057466246304
COL_310405,71912.68211440988
COL_310447,36545.87376201146
COL_310503,41052.8656730543
COL_310570,31747.034981355046
COL_310590,42767.19423683584
COL_310604,41447.55543007878
COL_310641,126553.8577659575
COL_310642,43723.21217445748
COL_310656,332458.41620624025
COL_310722,29429.687373586832
COL_310897,34998.37278168039
COL_311016,22633.927020628773
COL_311017,35398.788129048626
COL_311018,38409.86901727361
COL_311025,26911.35993247179
COL_311026,36850.22240166243
COL_311068,29372.05558822543
COL_311128,36553.4369401015
COL_311187,118038.52421313188
COL_311188,103887.90744937609
COL_311328,175246.090926115
COL_311348,34498.021018454594
COL_311537,52942.52145997466
COL_311660,33582.17262874708
COL_311665,37112.07199497931
COL_311698,28722.210101614077
COL_311704,388337.57433262723
COL_311870,38171.88674227893
COL_312002,44751.23145189117
COL_312005,131421.4119964972
COL_312006,106799.25885667044
COL_312007,104385.07717473259
COL_312010,89068.22442421487
COL_312014,35410.84759763435
COL_312208,39419.28049720054
COL_312270,42565.58409672068
COL_312284,62879.81588681753
COL_312290,29208.52737540705
COL_312323,56787.81165861917
COL_312335,48506.12528517442
COL_312455,41197.84539659882
COL_312609,41027.91501642272
COL_312628,35663.20381992308
COL_312649,69230.55318170263
COL_312672,38388.74137861766
COL_312673,33657.442384040616
COL_312695,51243.65777069231
COL_312997,294060.2849789744
COL_313006,50781.54390554613
COL_313065,52886.468524144104
COL_313068,51937.37326960189
