id,per_square_meter_price
COL_289284,35247.619736860914
COL_289305,40297.60288295134
COL_289318,45774.90302826327
COL_289354,69357.94716772775
COL_289399,50106.061049861884
COL_289428,38257.042312740756
COL_289460,46671.59113762645
COL_289493,53632.64795267509
COL_289495,49557.69341805867
COL_289749,47014.832169484536
COL_289763,153273.23338084796
COL_289778,55369.33779089094
COL_289801,37381.81170776054
COL_289971,36259.64323061628
COL_290143,48732.42735318966
COL_290169,60149.67732743143
COL_290252,27887.01644344672
COL_290336,25993.30340861131
COL_290398,34321.07046846459
COL_290403,45326.014273356326
COL_290431,32775.196935089174
COL_290466,49142.75467505699
COL_290486,43073.5819464776
COL_290497,30544.202923573568
COL_290510,44475.791453281345
COL_290559,40612.34255918383
COL_290600,65807.44196746318
COL_290602,67980.285291006
COL_290716,41990.82102290035
COL_290717,26206.78945706418
COL_290876,47632.7741429952
COL_290966,37354.86667251133
COL_291008,38892.34233317027
COL_291021,90687.15008096337
COL_291043,64851.04534033689
COL_291190,55196.8172997916
COL_291192,47464.83247328756
COL_291274,45250.43362136572
COL_291284,68720.77268076006
COL_291397,40358.7599525082
COL_291450,51575.34711768504
COL_291738,67855.55609568853
COL_291740,29866.187731663213
COL_291825,30851.68202554722
COL_291900,48080.79106320726
COL_292045,62345.684849699544
COL_292135,44287.62432080312
COL_292258,40266.07517740956
COL_292275,27834.378358438065
COL_292279,52335.85887340053
COL_292364,40491.411302722234
COL_292417,38094.15078363815
COL_292421,46051.865733389765
COL_292501,50728.72694384538
COL_292654,74895.92014756972
COL_292906,55244.2154170515
COL_292926,28250.337516407417
COL_293123,48289.30677101165
COL_293135,30186.488356574562
COL_293496,40204.49410729015
COL_293497,41253.69505875956
COL_293588,153224.66088670873
COL_293614,89940.72541167006
COL_293631,78415.20622089636
COL_293703,30903.720453777583
COL_293773,30973.749437038976
COL_293780,47447.49180285
COL_293783,33083.01790091568
COL_293826,34849.658715205136
COL_293889,77415.49318314836
COL_293952,49039.78844134918
COL_293956,34882.12280793056
COL_294068,66420.55855194485
COL_294101,54494.38813102976
COL_294115,45299.863694628235
COL_294143,40386.21818751111
COL_294200,35055.111886146
COL_294245,35133.49790058242
COL_294261,25353.43311867863
COL_294293,44417.08393164403
COL_294300,62836.07468220107
COL_294350,38748.854122169694
COL_294488,49251.21758861326
COL_294525,50919.41927228131
COL_294553,41045.71815804686
COL_294558,50174.58723697018
COL_294593,44384.695145379206
COL_294691,56918.04853888211
COL_294716,34335.55458179739
COL_294729,49008.5646847379
COL_294785,55561.789094157444
COL_294917,53324.85005162285
COL_294951,25198.300382929367
COL_294975,43460.15934272911
COL_295255,27812.94394311837
COL_295327,20221.274433277587
COL_295509,32297.08223868694
COL_295595,52053.73105992908
COL_296322,37998.00755037454
COL_296509,27911.735199666335
COL_296521,148576.1464123904
COL_296756,33963.36051075727
COL_296901,47301.27209318582
COL_297293,32672.140851907454
COL_297324,39440.3477344942
COL_297326,50346.95982945521
COL_297329,40850.75030703047
COL_297441,35858.44500042221
COL_297472,36322.19215834547
COL_297631,55750.8451764165
COL_297815,71753.98159372678
COL_298020,35437.88797342247
COL_298046,55266.40964285539
COL_298052,34387.3043244066
COL_298055,69982.14211178862
COL_298064,52911.62943631715
COL_298075,49291.39705981653
COL_298099,36120.87976061994
COL_298101,76271.59495862958
COL_298102,51699.186198525465
COL_298103,51765.87397126211
COL_298104,50370.49710184023
COL_298261,51988.161947629385
COL_298459,153782.84315779584
COL_298471,36646.97362712166
COL_298481,53082.06194717752
COL_298516,47536.81583461712
COL_298532,36058.83188606564
COL_298539,41267.2293550112
COL_298593,153006.5495816882
COL_298719,35211.92674261235
COL_298724,31228.031641759102
COL_298733,33916.30148445437
COL_298817,70669.58191625349
COL_298837,51629.283592303
COL_298968,150928.8294401067
COL_299209,53820.22056799077
COL_299221,143529.16994997134
COL_299361,36795.91222942649
COL_299366,52138.2144599569
COL_299450,66865.52408173078
COL_299454,54508.59002590824
COL_299455,66372.18550244696
COL_299459,67015.56775337023
COL_299464,51385.33262609586
COL_299468,58082.63615770404
COL_299486,54029.37261417514
COL_299491,74722.6854525798
COL_299497,76500.52289258983
COL_299499,42703.75456047114
COL_299501,81953.87088482191
COL_299540,42185.0477454691
COL_299615,47024.0903764737
COL_299659,90596.62091966039
COL_299678,157223.05041666314
COL_299795,35187.76859257434
COL_299818,40522.90274126392
COL_299819,76346.14620822712
COL_299820,77135.65244630845
COL_299960,46402.61838579482
COL_300095,54971.77144632695
COL_300108,110618.38217034469
COL_300125,26997.742779265307
COL_300144,153952.8411061899
COL_300225,43119.2839181834
COL_300305,156001.34235099657
COL_300423,39231.628606206184
COL_300491,38107.77661645075
COL_300562,39851.52535055546
COL_300747,38409.27534036436
COL_300816,48538.992522071334
COL_300942,46245.51209136992
COL_300959,34540.113001260164
COL_300962,46661.601801328485
COL_301220,37233.39660877395
COL_301285,48309.09347067887
COL_301290,56740.62481165305
COL_301303,73249.7730248198
COL_301367,32057.579613306967
COL_301368,38899.80637359293
COL_301378,55498.01842720593
COL_301401,41066.27538630004
COL_301444,28030.045024629966
COL_301445,42972.866642061505
COL_301574,71863.09508882149
COL_301649,32013.452079158036
COL_301669,54635.2089912835
COL_301670,42232.710763822804
COL_301679,44908.63760111522
COL_301709,32919.94876974519
COL_301757,147630.44836639508
COL_301819,35936.13100218712
COL_301820,38167.38920620359
COL_301821,39442.69982657355
COL_301822,38358.25809248774
COL_301823,38353.30294804061
COL_301843,40962.7145229562
COL_301976,55429.47642093247
COL_301986,42570.221814974204
COL_302097,51543.798084198184
COL_302111,80451.30484016774
COL_302139,39591.28807047362
COL_302293,35141.37319992819
COL_302294,28726.422032300856
COL_302428,45308.50020427834
COL_302465,32408.98855732961
COL_302497,57577.66571777737
COL_302548,38322.21203322953
COL_302597,37157.06022570155
COL_302726,48419.98221316069
COL_302745,48074.38803442964
COL_302873,38916.07903365386
COL_302926,42799.68703026964
COL_302986,43405.145393776394
COL_302987,44452.407209094235
COL_302994,55262.133414954944
COL_303002,62667.25857437774
COL_303004,41076.85403695369
COL_303007,32080.063981576546
COL_303069,51694.464152235276
COL_303147,24302.042384861692
COL_303265,43088.552538340395
COL_303285,68083.84160009137
COL_303366,34330.93152155537
COL_303405,75329.00442222926
COL_303564,42094.84528502906
COL_303569,33336.52597188707
COL_303618,60424.945470861494
COL_303623,56492.570357244134
COL_303624,56492.329095085835
COL_303625,53161.70312850853
COL_303626,43624.1860877355
COL_303627,50519.568435185385
COL_303637,30500.8828263731
COL_303638,29778.163410202702
COL_304041,46567.05629066816
COL_304147,140401.57541044295
COL_304255,157755.48456723127
COL_304280,47988.647436279774
COL_304320,38841.54287441052
COL_304322,42583.947547512
COL_304323,26654.375460789124
COL_304324,20281.11087876235
COL_304325,24613.69409502021
COL_304367,38194.264366022966
COL_304546,52909.228544110476
COL_304550,75411.12631651683
COL_304552,71559.8338310124
COL_304561,43232.06646732012
COL_304585,79805.73757160618
COL_304853,76598.89659331582
COL_304902,35906.75845621012
COL_304978,55318.97357999417
COL_304984,34566.30282698151
COL_305002,50343.11340241876
COL_305017,55935.27671499525
COL_305038,31890.653106814687
COL_305057,33674.90574731414
COL_305058,37092.15709987585
COL_305059,36366.849122544256
COL_305114,160054.20021462065
COL_305373,50013.47133503828
COL_305382,70380.52714860617
COL_305383,65093.63819537613
COL_305384,70873.73265292641
COL_305385,70873.73265292641
COL_305386,70557.04900037081
COL_305387,70804.48519900691
COL_305388,66862.24929886
COL_305413,51049.76441380437
COL_305607,46717.50298575773
COL_305652,45262.81649270673
COL_305726,139500.24068552232
COL_305896,51783.69192562091
COL_305924,33960.426507204276
COL_305926,33904.866932115016
COL_306033,62304.08804154733
COL_306088,63738.60080670372
COL_306141,34215.25164927339
COL_306143,39542.496927134984
COL_306144,50185.929377427674
COL_306151,57992.206229509364
COL_306153,50637.88865471709
COL_306154,50675.78819846942
COL_306155,39030.99805405316
COL_306206,48344.44813354768
COL_306621,46308.790076708516
COL_306728,48301.63420864912
COL_306758,45303.367314308794
COL_306763,95207.62749627508
COL_306803,46074.20220331813
COL_306853,34990.00574387587
COL_306892,39806.34749423265
COL_306938,66471.25846733683
COL_307001,54372.85911637779
COL_307043,50613.85539284281
COL_307158,42736.5241894687
COL_307269,49814.28225695776
COL_307356,57336.17650542676
COL_307480,39345.21700861939
COL_307529,50642.8530248489
COL_307623,31825.45120643811
COL_307819,44830.14964156723
COL_307874,47748.82745231166
COL_307945,70051.25291076183
COL_307986,59490.87350020291
COL_308206,45376.29549717852
COL_308211,34361.140844639085
COL_308429,69663.65652521657
COL_308446,33711.87799120876
COL_308472,51410.752934475575
COL_308486,58517.612729251116
COL_308492,59188.77750962357
COL_308493,55105.46498309372
COL_308743,44560.74805438792
COL_308803,34845.05535829734
COL_308813,64955.057624441055
COL_308963,50871.399869083405
COL_308966,30491.471118690126
COL_309079,38837.07606615413
COL_309121,36646.97362712166
COL_309434,46036.578907255665
COL_309612,40629.017111332316
COL_309635,18192.58505873767
COL_309640,41877.19523885724
COL_309642,32600.541095936278
COL_309784,33048.14423017845
COL_310093,39126.23447779892
COL_310107,39059.14380624873
COL_310164,43128.269816337044
COL_310207,46399.48413041094
COL_310218,34289.62336179471
COL_310311,45270.78232105702
COL_310315,49167.79914636351
COL_310359,49334.93279275244
COL_310405,82437.8877784998
COL_310447,44303.03661851828
COL_310503,48252.4960326204
COL_310570,35957.12965710683
COL_310590,46630.37748750347
COL_310604,45414.1014437984
COL_310641,137289.98945007793
COL_310642,52670.08141316804
COL_310656,156923.57698242937
COL_310722,35676.11300898027
COL_310897,33411.42708065685
COL_311016,23567.680743815665
COL_311017,42771.624425489004
COL_311018,41054.02656710551
COL_311025,32007.254014247133
COL_311026,41706.30855332782
COL_311068,32384.688162307455
COL_311128,40408.172075701405
COL_311187,95064.10144485491
COL_311188,94246.076963161
COL_311328,139744.479373635
COL_311348,39341.54742104054
COL_311537,51226.45161443169
COL_311660,35774.77414843281
COL_311665,41229.66602663296
COL_311698,31861.10005769308
COL_311704,144777.81054648367
COL_311870,50022.44051378552
COL_312002,41534.597947803275
COL_312005,111820.32862474755
COL_312006,67973.56262120015
COL_312007,67512.45237843771
COL_312010,94110.03166741128
COL_312014,33521.44320762723
COL_312208,42925.75329226528
COL_312270,43728.771661274666
COL_312284,59802.61025100532
COL_312290,33955.523224471624
COL_312323,61159.61323674858
COL_312335,51048.37747914125
COL_312455,45481.3839830935
COL_312609,40819.41753801874
COL_312628,42502.77285853222
COL_312649,56594.19206061972
COL_312672,40868.642896480516
COL_312673,49770.35376843775
COL_312695,51128.49907862129
COL_312997,158219.16260896358
COL_313006,46400.13804742003
COL_313065,57538.73064489125
COL_313068,57009.60254151717
COL_313211,39053.88648311549
COL_313268,127320.22040926598
COL_313304,41276.655211686986
COL_313352,40976.07367208162
COL_313363,42510.65854208928
COL_313535,66565.74671747048
COL_313559,146433.21870337887
COL_313572,41826.63837712811
COL_313573,42243.09676537625
COL_313574,38760.00625968854
COL_313597,38577.61610302118
COL_313606,44577.372285230056
COL_313694,79709.33585012755
COL_313703,34088.707992416625
COL_313717,70298.9318647012
COL_313789,28429.671004103508
COL_313791,35935.893837058575
COL_313814,63526.969342538265
COL_314054,64029.089512227874
COL_314055,63531.9957430976
COL_314058,61632.48695067769
COL_314069,31623.479725286776
COL_314170,40990.28905003489
COL_314185,37288.25812719222
COL_314186,34966.53003009847
COL_314187,39425.10643523103
COL_314190,53667.89929357634
COL_314196,33495.91269491601
COL_314211,48390.21413786408
COL_314230,45517.00793713752
COL_314308,35903.6172977689
COL_314419,43200.59735900442
COL_314536,38836.76520902234
COL_314628,47048.24170901758
COL_314746,41844.70300387049
COL_314818,43504.0350130589
COL_314821,43700.909962792524
COL_314859,42467.60165634302
COL_314860,24765.58350825713
COL_314899,79039.395843906
COL_314907,39495.00790981625
COL_314997,28193.427426970415
COL_315015,51356.896237006746
COL_315135,38006.61304901016
COL_315502,39272.90331703038
COL_315578,43453.597114168675
COL_315599,29016.743365710092
COL_315602,40646.636024404244
COL_315621,38717.36426788889
COL_315652,67217.44029620827
COL_315673,160438.66142394053
COL_315724,35296.82745144067
COL_315806,27961.547663447323
COL_315970,55617.73142018801
COL_315976,25101.91637395591
COL_315977,26553.89735767017
COL_316014,33028.348352901274
COL_316015,48206.74727192109
COL_316017,45953.04330453022
COL_316021,40921.30400298669
COL_316022,33954.12647229404
COL_316023,38008.98309501856
COL_316024,40461.818713603694
COL_316025,40745.118616826025
COL_316150,47103.18992114755
COL_316180,71304.62828936518
COL_316181,39511.806410680096
COL_316289,46553.57733089465
COL_316308,28274.80302529128
COL_316323,26786.45664666422
COL_316387,20336.82070711463
COL_316388,20360.28808742814
COL_316389,22551.43948614677
COL_316390,21979.590684381437
COL_316392,16950.747604154494
COL_316423,25098.30461117663
COL_316446,53691.7198241771
COL_316448,48688.67476063526
COL_316562,31810.762971016942
COL_316629,40382.76355714635
COL_316720,50831.49745794434
COL_316897,153663.85878326415
COL_316942,35726.9628808187
COL_317174,38025.44616722043
COL_317405,49230.19433642429
COL_317423,55960.98499817132
COL_317789,36600.47069235797
COL_317930,69501.01624203841
COL_318181,82424.78292755072
COL_318209,60611.56211647295
COL_318336,36185.59619507896
COL_318357,26787.20240569362
COL_318384,37879.800805342245
COL_318425,43116.35301862516
COL_318499,31773.002423028345
COL_318575,69671.16972841622
COL_318696,67171.46411524582
COL_318698,151917.622235622
COL_318712,52929.75164951991
COL_318765,64582.52415449855
COL_319064,86570.23599258711
COL_319104,42247.18263592881
COL_319163,32701.45656845581
COL_319251,48127.64642048042
COL_319500,41617.13767022076
COL_319542,134732.736895599
COL_319671,54804.124643270094
COL_319675,51219.76609087571
COL_319987,43708.1339455788
COL_319998,29818.004683423896
COL_320000,29818.004683423896
COL_320001,29826.960143914792
COL_320028,34450.30242295437
COL_320128,50560.487349164905
COL_320171,35189.92963675165
COL_320291,51501.37267046261
COL_320376,55975.15257931892
COL_320430,28842.165757205443
COL_320446,37689.21881119362
COL_320452,33145.33731195075
COL_320470,32942.488781328335
COL_320478,44255.52805504071
COL_320498,43955.98038642183
COL_320518,35691.97061510493
COL_320693,56682.0109151247
COL_320824,61892.264103787835
COL_320905,27977.34905594213
COL_320942,148920.74542456673
COL_320966,42521.34106424516
COL_321061,54117.57488604421
COL_321088,52413.10287049624
COL_321099,65087.1374616769
COL_321128,147530.1864103045
COL_321407,45644.10776413766
COL_321417,56293.848023461105
COL_321427,48811.08398678544
COL_321474,36363.53815152467
COL_321621,39078.26386654398
COL_321670,53201.942590393024
COL_321677,32677.709738812322
COL_321820,41429.72714358332
COL_322106,49528.33367724967
COL_322266,31642.722057807834
COL_322288,59144.090840578945
COL_322290,70051.25291076183
COL_322311,39468.23664190058
COL_322356,57842.89496426947
COL_322378,40100.71154388971
COL_322380,38383.31630644322
COL_322428,59782.53931860383
COL_322436,41807.73939697699
COL_322462,42383.86744601597
COL_322463,29579.557492444394
COL_322511,47060.89067446043
COL_322568,55700.44102203999
COL_322595,41578.51812205134
COL_322623,35763.16073069467
COL_322624,62879.952662997704
COL_322665,51454.45055102797
COL_322676,53096.429932439685
COL_322749,36630.64015866857
COL_322954,32669.702864096587
COL_323025,60345.62804515232
COL_323034,51491.39554158808
COL_323061,51211.16056900493
COL_323075,22364.868407214584
COL_323078,37840.23777192944
COL_323084,39148.23156411163
COL_323247,40270.901452913655
COL_323258,49702.2567833856
COL_323261,59676.213605360244
COL_323330,56653.50461878864
COL_323355,61157.81128230182
COL_323590,29309.409409282292
COL_323647,39099.80032960629
COL_323671,47374.69329741251
COL_323683,160030.58579489074
COL_323882,49267.920165869
COL_323938,49100.610069432965
COL_324197,132750.8894402257
COL_324268,28499.014189651443
COL_324269,27985.40923986418
COL_324455,77682.34326298111
COL_324459,92889.83706283577
COL_324622,51647.51091902533
COL_324655,35901.083639113596
COL_324779,31350.314168656456
COL_324786,68587.10048366283
COL_324787,66007.64364251395
COL_324926,45344.13255403939
COL_324927,54763.9247359384
COL_324936,31696.42173863875
COL_324940,104883.9771782198
COL_324941,54063.603756665994
COL_325131,100840.93975186077
COL_325182,45270.72921278447
COL_325196,54433.762963758665
COL_325210,40925.67138963107
COL_325348,43402.92369160186
COL_325392,35782.34059266033
COL_325405,56115.651866810185
COL_325545,147313.19092493042
COL_325588,79606.0305981389
COL_325648,92642.37204089377
COL_325649,94091.32571615872
COL_325650,83356.41756617691
COL_325651,95183.73691320207
COL_325652,83927.46635961763
COL_325653,87067.02748904913
COL_325696,64313.30370950395
COL_325699,46517.91040838497
COL_325703,53662.87307941913
COL_325707,67630.75989155103
COL_325847,42380.92561938427
COL_325884,34661.64192728941
COL_325904,49949.687646541155
COL_325905,41506.49969729309
COL_325942,68077.51612618381
COL_325998,90868.99229096138
COL_326043,34039.303898875056
COL_326045,31677.480020726598
COL_326068,46343.38053815899
COL_326108,44901.66449564341
COL_326130,63504.836101674184
COL_326171,38564.64992828586
COL_326268,47525.066683858255
