id,per_square_meter_price
COL_289284,41513.150289041536
COL_289305,35853.03205278388
COL_289318,37323.97617263287
COL_289354,91779.98888118732
COL_289399,44114.69279244192
COL_289428,31415.34759599371
COL_289460,45998.8480335899
COL_289493,48597.133116230034
COL_289495,43295.35706046299
COL_289749,44855.43021180255
COL_289763,176594.16078637884
COL_289778,54221.37653101538
COL_289801,31724.069826000275
COL_289971,31536.010271789764
COL_290143,45724.901135300104
COL_290169,74458.12186998712
COL_290252,27889.524553154446
COL_290336,25677.286658200243
COL_290398,36057.18264439449
COL_290403,37863.0583361169
COL_290431,30445.507467387837
COL_290466,44901.24143684916
COL_290486,50098.42790815524
COL_290497,25762.156849476916
COL_290510,37643.936961508705
COL_290559,35367.819296612644
COL_290600,62567.61145508568
COL_290602,63255.39827057633
COL_290716,37211.00292138431
COL_290717,22511.353889199698
COL_290876,38380.851197974414
COL_290966,28819.832322549617
COL_291008,31245.975962494667
COL_291021,123528.47206236962
COL_291043,61741.65541615626
COL_291190,51239.39263700667
COL_291192,48691.31224389086
COL_291274,44546.72617650931
COL_291284,62860.62852223593
COL_291397,31109.236810208775
COL_291450,56923.90498389984
COL_291738,58881.69911488324
COL_291740,28776.0755369407
COL_291825,32679.657505915955
COL_291900,43964.40502798008
COL_292045,67461.63555349407
COL_292135,42111.18400833926
COL_292258,36186.33082871957
COL_292275,24707.519411908554
COL_292279,48178.31063883018
COL_292364,47173.61383003144
COL_292417,29146.17911421386
COL_292421,42176.29604818012
COL_292501,46105.947862899724
COL_292654,79428.61793373525
COL_292906,46778.662885746104
COL_292926,24585.577651631218
COL_293123,45981.173862990414
COL_293135,29896.602618844983
COL_293496,42183.12418415545
COL_293497,43627.13124015325
COL_293588,180341.24749716796
COL_293614,136166.51400946724
COL_293631,72886.62935458883
COL_293703,28977.230146823993
COL_293773,26904.405475846608
COL_293780,45229.5455014804
COL_293783,28849.532291409916
COL_293826,32876.319610108316
COL_293889,80310.27754446174
COL_293952,46896.03033440269
COL_293956,38708.69612386946
COL_294068,61158.71670642254
COL_294101,46397.19317658687
COL_294115,40737.8512450278
COL_294143,32832.68479530848
COL_294200,32953.36074538712
COL_294245,28206.733720498276
COL_294261,24372.126758373637
COL_294293,52541.73366350093
COL_294300,50740.469217814134
COL_294350,40196.61717384407
COL_294488,49180.916612128436
COL_294525,49471.60311085405
COL_294553,39583.378753905876
COL_294558,39986.01311578305
COL_294593,38421.81412496046
COL_294691,43794.3145104033
COL_294716,22539.128016183528
COL_294729,53005.35088607464
COL_294785,55043.38679436498
COL_294917,54341.58559733235
COL_294951,23452.518247268188
COL_294975,37009.461290856714
COL_295255,24204.983511051207
COL_295327,17542.710421712156
COL_295509,35055.80863838404
COL_295595,51983.988961349045
COL_296322,34016.003900145464
COL_296509,27469.214377886376
COL_296521,190702.73132612326
COL_296756,27699.636930612014
COL_296901,49730.99672408735
COL_297293,25690.611341496195
COL_297324,36840.968560522
COL_297326,47181.72085928559
COL_297329,31973.610103132487
COL_297441,34822.976762481456
COL_297472,34704.92132777629
COL_297631,49947.92291838506
COL_297815,83830.14649383914
COL_298020,31938.965307226623
COL_298046,53793.10340256955
COL_298052,35151.666200482236
COL_298055,94494.81935150643
COL_298064,48393.80993619629
COL_298075,55989.7529215958
COL_298099,39524.53713519183
COL_298101,71288.66139691578
COL_298102,42452.43448652676
COL_298103,30114.199034430767
COL_298104,43327.92887246398
COL_298261,50604.21190631529
COL_298459,244848.33243211135
COL_298471,30998.110368750346
COL_298481,52980.26639720421
COL_298516,44856.62288236704
COL_298532,33606.05423748584
COL_298539,36805.007978548194
COL_298593,262182.17313066183
COL_298719,30204.63252777279
COL_298724,33455.01738633458
COL_298733,31629.444057631066
COL_298817,77078.99375072235
COL_298837,44371.78841059064
COL_298968,184792.46033013155
COL_299209,50077.27927073534
COL_299221,227263.83073986284
COL_299361,32662.44120110295
COL_299366,49820.15897301023
COL_299450,79854.48230669931
COL_299454,46018.06126735803
COL_299455,69948.83231859285
COL_299459,70336.59407837821
COL_299464,29249.258339594275
COL_299468,51571.45251696154
COL_299486,37971.0170200401
COL_299491,93965.14090818152
COL_299497,58896.92878362932
COL_299499,43867.038657921155
COL_299501,72611.4215147178
COL_299540,38566.04746747879
COL_299615,45001.95049371415
COL_299659,164962.56169586466
COL_299678,119780.09045585338
COL_299795,29974.55117855333
COL_299818,41953.43135312925
COL_299819,83077.39596600943
COL_299820,105663.8803604958
COL_299960,55306.24636531312
COL_300095,60369.5718779616
COL_300108,201122.83095870234
COL_300125,26165.958907465334
COL_300144,270667.9444679302
COL_300225,39784.634927968764
COL_300305,220323.71437487646
COL_300423,37050.298076201645
COL_300491,35437.46800249907
COL_300562,35859.96050728592
COL_300747,32223.624533557395
COL_300816,44541.923223596976
COL_300942,34309.812425937715
COL_300959,36864.845954185774
COL_300962,34577.66079890139
COL_301220,33796.176945827385
COL_301285,57332.94247866024
COL_301290,65738.11898493204
COL_301303,77254.25154357283
COL_301367,39649.9761061618
COL_301368,43566.12782799767
COL_301378,73305.9866279411
COL_301401,42790.184136520875
COL_301444,33120.60824384222
COL_301445,47466.94464011344
COL_301574,85714.13372272032
COL_301649,25760.433784527482
COL_301669,46600.36008659731
COL_301670,38869.5194043827
COL_301679,48149.70480914514
COL_301709,27670.024436671734
COL_301757,165677.4589755998
COL_301819,27515.502934054017
COL_301820,36549.27850984172
COL_301821,29903.808034175843
COL_301822,31448.334191095582
COL_301823,34691.05699703327
COL_301843,37849.77687438221
COL_301976,54387.1606407872
COL_301986,31432.120315789623
COL_302097,37662.320549663506
COL_302111,79960.2946202001
COL_302139,38597.805005984235
COL_302293,32014.762108951218
COL_302294,37642.78028762431
COL_302428,43056.56701863743
COL_302465,35020.60184826565
COL_302497,71901.82028827071
COL_302548,29390.511581970586
COL_302597,34031.344606388324
COL_302726,44817.97522168791
COL_302745,48788.78269837565
COL_302873,33111.26639327834
COL_302926,35984.83480488965
COL_302986,42964.80887907307
COL_302987,39184.657366545
COL_302994,55035.9961288481
COL_303002,79920.17400084266
COL_303004,37645.71830192411
COL_303007,33101.663173287496
COL_303069,50950.79603773143
COL_303147,28733.42632497175
COL_303265,37928.63683945245
COL_303285,76321.1115058464
COL_303366,28760.09776304587
COL_303405,73011.9729374126
COL_303564,35275.3198482072
COL_303569,27451.923691219275
COL_303618,81666.02853856995
COL_303623,44102.5640726705
COL_303624,45628.18212437517
COL_303625,41386.55438547082
COL_303626,36958.89280667884
COL_303627,37076.009296366174
COL_303637,22716.52515608324
COL_303638,25487.070696543044
COL_304041,45664.572244037976
COL_304147,319592.24022916117
COL_304255,169935.10425766633
COL_304280,55966.46320184387
COL_304320,37335.35882279269
COL_304322,44605.92130660559
COL_304323,27517.17636641054
COL_304324,22402.307669275215
COL_304325,28956.761983628785
COL_304367,33362.43895278736
COL_304546,42743.75582565638
COL_304550,68020.10776537054
COL_304552,75129.28953967158
COL_304561,40424.87636862483
COL_304585,68267.76588748735
COL_304853,101515.56235668766
COL_304902,32460.34052333659
COL_304978,51666.578281191796
COL_304984,32033.67127555805
COL_305002,39228.42025217076
COL_305017,61628.12586427679
COL_305038,28589.52786975526
COL_305057,33287.7833373968
COL_305058,31401.454792852135
COL_305059,32613.921891066188
COL_305114,256923.23662982706
COL_305373,51125.70938015404
COL_305382,66660.42993736123
